"Exp","Ngr","DistrVec"
"Study1",2,0.0962580240092975
"Study1",2,0.0924747767952277
"Study1",2,0.0928560766462991
"Study1",2,0.102367257274069
"Study1",2,0.120418325415657
"Study1",2,0.10979878651843
"Study1",2,0.092602897867127
"Study1",2,0.0903679969065984
"Study1",2,0.0824287754183603
"Study1",2,0.0980273598926994
"Study1",2,0.109392430970304
"Study1",2,0.089370319029379
"Study1",2,0.0899092551252818
"Study1",2,0.0968403522738074
"Study1",2,0.0986790732972896
"Study1",2,0.0828004524540886
"Study1",2,0.0939383824353033
"Study1",2,0.0960079027497933
"Study1",2,0.118649987802369
"Study1",2,0.0783381063251406
"Study1",2,0.100181847655321
"Study1",2,0.103844767565805
"Study1",2,0.105397843145506
"Study1",2,0.0974963035480316
"Study1",2,0.111812515469273
"Study1",2,0.0905886308875348
"Study1",2,0.083867718567144
"Study1",2,0.08518054444655
"Study1",2,0.0983899391385082
"Study1",2,0.0972078297181563
"Study1",2,0.0895782071039444
"Study1",2,0.0909142568483683
"Study1",2,0.091798874184775
"Study1",2,0.0794165257190206
"Study1",2,0.0997004549474024
"Study1",2,0.0976211492429755
"Study1",2,0.0978774905486811
"Study1",2,0.108363081032355
"Study1",2,0.106196783364063
"Study1",2,0.0936563425552956
"Study1",2,0.0861316147576967
"Study1",2,0.0908564075578915
"Study1",2,0.0927901393957239
"Study1",2,0.0816210242573318
"Study1",2,0.104315792174253
"Study1",2,0.089888077853223
"Study1",2,0.0824957795932775
"Study1",2,0.0789877149633983
"Study1",2,0.0952544881406984
"Study1",2,0.0893238836120555
"Study1",2,0.0941565967102377
"Study1",2,0.0943385371211156
"Study1",2,0.0930885504727348
"Study1",2,0.10415341104412
"Study1",2,0.103175219559527
"Study1",2,0.0833604091478181
"Study1",2,0.0945981022522224
"Study1",2,0.0805506877872633
"Study1",2,0.084236266521192
"Study1",2,0.0910036520902533
"Study1",2,0.0842679296292483
"Study1",2,0.0881627862362796
"Study1",2,0.0785028826326782
"Study1",2,0.0881143919115914
"Study1",2,0.0967404895377076
"Study1",2,0.0894277115862562
"Study1",2,0.0811287305132358
"Study1",2,0.0846063064915843
"Study1",2,0.0788982668689075
"Study1",2,0.0919066067166773
"Study1",2,0.105816586213801
"Study1",2,0.109236826566878
"Study1",2,0.0935077197827604
"Study1",2,0.115799662677841
"Study1",2,0.0932023418628807
"Study1",2,0.0842012759301627
"Study1",2,0.0811466248771073
"Study1",2,0.0984911517325561
"Study1",2,0.0839812523333469
"Study1",2,0.0920993847443578
"Study1",2,0.0893770715358422
"Study1",2,0.0809460172827752
"Study1",2,0.0988894840211317
"Study1",2,0.0760423535154702
"Study1",2,0.0911597217653991
"Study1",2,0.0979012877559185
"Study1",2,0.0976314570724464
"Study1",2,0.0860430524858022
"Study1",2,0.0792431637384704
"Study1",2,0.0985803912009688
"Study1",2,0.0900574801475169
"Study1",2,0.0946604443599213
"Study1",2,0.0862720374951353
"Study1",2,0.0943880286742199
"Study1",2,0.104346409138406
"Study1",2,0.075752819325804
"Study1",2,0.0837919042845423
"Study1",2,0.0923528368447523
"Study1",2,0.0836299096018487
"Study1",2,0.108855035669528
"Study1",2,0.0934546974733599
"Study1",2,0.094350638975354
"Study1",2,0.0790731554087489
"Study1",2,0.0938343927173477
"Study1",2,0.104916372232177
"Study1",2,0.089356866899484
"Study1",2,0.0878318758760201
"Study1",2,0.0934513408761252
"Study1",2,0.0771286985334162
"Study1",2,0.0937802178808711
"Study1",2,0.0940537379427602
"Study1",2,0.0932315037663818
"Study1",2,0.0881279054390691
"Study1",2,0.0961557871480174
"Study1",2,0.0880156221592255
"Study1",2,0.097106249473296
"Study1",2,0.104836864999269
"Study1",2,0.103476212458369
"Study1",2,0.0913322502597603
"Study1",2,0.0839627115523978
"Study1",2,0.104569944033615
"Study1",2,0.090550982428454
"Study1",2,0.0989554298093101
"Study1",2,0.0884990910702831
"Study1",2,0.0967521948912545
"Study1",2,0.0746588235181825
"Study1",2,0.0842654919911945
"Study1",2,0.0832648355980793
"Study1",2,0.0982026318437185
"Study1",2,0.0859818392539227
"Study1",2,0.0829533382101539
"Study1",2,0.0883516160476702
"Study1",2,0.102894820112077
"Study1",2,0.105234265379309
"Study1",2,0.0993216407534677
"Study1",2,0.105175014179892
"Study1",2,0.0900831898776205
"Study1",2,0.10014278336001
"Study1",2,0.0823038389641289
"Study1",2,0.104849031309053
"Study1",2,0.0905292970275983
"Study1",2,0.0952612935536282
"Study1",2,0.111062989785592
"Study1",2,0.092929934308646
"Study1",2,0.0988863538611761
"Study1",2,0.0852335766976023
"Study1",2,0.0920255588131114
"Study1",2,0.08506433284488
"Study1",2,0.0841401536470576
"Study1",2,0.0982911146933889
"Study1",2,0.114073429520505
"Study1",2,0.0836503574860234
"Study1",2,0.0918930815864066
"Study1",2,0.10720166090704
"Study1",2,0.0950445190668642
"Study1",2,0.109126422869984
"Study1",2,0.0870388004177675
"Study1",2,0.101161330496851
"Study1",2,0.0922567311920397
"Study1",2,0.0933014137232502
"Study1",2,0.130465742194577
"Study1",2,0.0882710560049158
"Study1",2,0.0873688138401317
"Study1",2,0.0782102559283512
"Study1",2,0.105783764774088
"Study1",2,0.0978550326028689
"Study1",2,0.0992577002960263
"Study1",2,0.0779590945669888
"Study1",2,0.11101009941054
"Study1",2,0.0871488523571156
"Study1",2,0.0911285499132974
"Study1",2,0.099255285067905
"Study1",2,0.0949224998957286
"Study1",2,0.103600262289217
"Study1",2,0.0919910930365509
"Study1",2,0.121310725957079
"Study1",2,0.094868829548848
"Study1",2,0.113098147396963
"Study1",2,0.0869731582395371
"Study1",2,0.0895850482220134
"Study1",2,0.0921853115190172
"Study1",2,0.0883330520672265
"Study1",2,0.0889534193740982
"Study1",2,0.0847780930390559
"Study1",2,0.108019542011809
"Study1",2,0.0997699007781592
"Study1",2,0.0880682631193959
"Study1",2,0.0859362543041482
"Study1",2,0.108976838507153
"Study1",2,0.0767238228948909
"Study1",2,0.0779217998092135
"Study1",2,0.108870087199674
"Study1",2,0.108791087066662
"Study1",2,0.096322614530422
"Study1",2,0.076591697485629
"Study1",2,0.0840089920888982
"Study1",2,0.0768294375804114
"Study1",2,0.08723952603089
"Study1",2,0.0914273394619347
"Study1",2,0.0847627265823156
"Study1",2,0.0840665140616094
"Study1",2,0.0778541596631179
"Study1",2,0.084360250511652
"Study1",2,0.0809964355395317
"Study1",2,0.10027408793836
"Study1",2,0.115542256392131
"Study1",2,0.0953136766353597
"Study1",2,0.101036855565256
"Study1",2,0.117497158470684
"Study1",2,0.0983698002090037
"Study1",2,0.0955500863551515
"Study1",2,0.083247510811033
"Study1",2,0.0942663021379143
"Study1",2,0.107992024862749
"Study1",2,0.104322230027303
"Study1",2,0.113471183174901
"Study1",2,0.0920478580912757
"Study1",2,0.0835675424349201
"Study1",2,0.0942929549785905
"Study1",2,0.100236397891465
"Study1",2,0.0873386192970864
"Study1",2,0.105714157000917
"Study1",2,0.103183653285336
"Study1",2,0.0869144848782047
"Study1",2,0.0957300408307608
"Study1",2,0.0928219482112711
"Study1",2,0.0882753556360304
"Study1",2,0.0915572332942128
"Study1",2,0.0995844334503357
"Study1",2,0.107022010559423
"Study1",2,0.0942969427629124
"Study1",2,0.0839111650918788
"Study1",2,0.0820935097827102
"Study1",2,0.107597703439603
"Study1",2,0.0904097507175586
"Study1",2,0.0947479074792871
"Study1",2,0.0991188875397495
"Study1",2,0.103667859223052
"Study1",2,0.093268621891079
"Study1",2,0.0839521193540422
"Study1",2,0.0871340000797431
"Study1",2,0.087675905109226
"Study1",2,0.0965091785386856
"Study1",2,0.0995469268661101
"Study1",2,0.0937959738062615
"Study1",2,0.0851862672857461
"Study1",2,0.0990859904706701
"Study1",2,0.0826247212500283
"Study1",2,0.0832555134730666
"Study1",2,0.0768248455565181
"Study1",2,0.0969487875096561
"Study1",2,0.10036869364912
"Study1",2,0.0987974581330145
"Study1",2,0.10851015883775
"Study1",2,0.0785528152600304
"Study1",2,0.0994005757032933
"Study1",2,0.0999604516787869
"Study1",2,0.119548708342359
"Study1",2,0.0872304451718682
"Study1",2,0.084572705649198
"Study1",2,0.0962872542995152
"Study1",2,0.106525550730697
"Study1",2,0.104495568569414
"Study1",2,0.0855625657882418
"Study1",2,0.0955696316595636
"Study1",2,0.101478305466436
"Study1",2,0.0852704584224383
"Study1",2,0.0817994662141663
"Study1",2,0.0923135986527975
"Study1",2,0.104374304965935
"Study1",2,0.106347695743773
"Study1",2,0.0854869926771463
"Study1",2,0.0817002852522503
"Study1",2,0.104200560468288
"Study1",2,0.0895471300253524
"Study1",2,0.0900984425964294
"Study1",2,0.101838861041044
"Study1",2,0.0854404978620919
"Study1",2,0.0851394213469368
"Study1",2,0.0873924729887592
"Study1",2,0.109611403301194
"Study1",2,0.0968029209311214
"Study1",2,0.0767191355614388
"Study1",2,0.100555841786705
"Study1",2,0.0948796064384967
"Study1",2,0.123109881983659
"Study1",2,0.0883333477606108
"Study1",2,0.0862994377533633
"Study1",2,0.0864360102780674
"Study1",2,0.0822170433022301
"Study1",2,0.0872000340138704
"Study1",2,0.0937006396685644
"Study1",2,0.0807262573743727
"Study1",2,0.098265302917362
"Study1",2,0.0857205076579972
"Study1",2,0.0972725796925105
"Study1",2,0.0942027754735866
"Study1",2,0.112348603167957
"Study1",2,0.0938671849940556
"Study1",2,0.077489314280527
"Study1",2,0.0903812368521842
"Study1",2,0.0902510822140599
"Study1",2,0.101795791640756
"Study1",2,0.0981113521160355
"Study1",2,0.107285344948027
"Study1",2,0.0759688636510148
"Study1",2,0.0841439065478514
"Study1",2,0.0979258338638938
"Study1",2,0.0845186015949863
"Study1",2,0.0835028246670534
"Study1",2,0.0881774785071535
"Study1",2,0.115400964577064
"Study1",2,0.0975388432782477
"Study1",2,0.110963764009245
"Study1",2,0.0882464518741622
"Study1",2,0.1008858435216
"Study1",2,0.0838125647830614
"Study1",2,0.0966431191088369
"Study1",2,0.0936199382703111
"Study1",2,0.0945811759097464
"Study1",2,0.093200854858339
"Study1",2,0.118321968942673
"Study1",2,0.0844412256490332
"Study1",2,0.0956585228273788
"Study1",2,0.0928377226991111
"Study1",2,0.0758578628675018
"Study1",2,0.0948501422346972
"Study1",2,0.0961651974429462
"Study1",2,0.0829466027914376
"Study1",2,0.0840169099193635
"Study1",2,0.104255279622202
"Study1",2,0.094173899954774
"Study1",2,0.0907320085077172
"Study1",2,0.105188257825933
"Study1",2,0.0965159801985041
"Study1",2,0.100914233366156
"Study1",2,0.105295946933333
"Study1",2,0.105013295565571
"Study1",2,0.0909194091883652
"Study1",2,0.0911372699775807
"Study1",2,0.0885459307841705
"Study1",2,0.0935272819720575
"Study1",2,0.0888241261902342
"Study1",2,0.105069905634455
"Study1",2,0.0831405113551732
"Study1",2,0.0789278871050307
"Study1",2,0.0980217996917832
"Study1",2,0.0896999333666031
"Study1",2,0.0952582847858821
"Study1",2,0.0913651702701942
"Study1",2,0.10468179313385
"Study1",2,0.092826411398774
"Study1",2,0.0931025626872118
"Study1",2,0.0979929472545955
"Study1",2,0.0974210900263964
"Study1",2,0.0934812818080488
"Study1",2,0.10087427396473
"Study1",2,0.091655685786358
"Study1",2,0.108228110611422
"Study1",2,0.115004375226243
"Study1",2,0.0984972104789689
"Study1",2,0.079232332994052
"Study1",2,0.0913634371216372
"Study1",2,0.0939328815472669
"Study1",2,0.112785919724556
"Study1",2,0.0919359289128125
"Study1",2,0.11640762099383
"Study1",2,0.11141690464574
"Study1",2,0.102136627733055
"Study1",2,0.0961841128922949
"Study1",2,0.0854835907099243
"Study1",2,0.099769325683725
"Study1",2,0.120524143357178
"Study1",2,0.0941316485226131
"Study1",2,0.0928726987935574
"Study1",2,0.117080320682665
"Study1",2,0.0882399700471295
"Study1",2,0.0748957384102718
"Study1",2,0.0783482360952019
"Study1",2,0.0892622701685863
"Study1",2,0.087431410670558
"Study1",2,0.0899791623861082
"Study1",2,0.0911866900586607
"Study1",2,0.0961017252309316
"Study1",2,0.092575059784867
"Study1",2,0.0965142054096561
"Study1",2,0.0842562356563564
"Study1",2,0.0996903698519378
"Study1",2,0.0711213614521542
"Study1",2,0.0979311517513527
"Study1",2,0.0937979564816673
"Study1",2,0.0937321420976341
"Study1",2,0.0932984729111698
"Study1",2,0.0918736814545923
"Study1",2,0.093535307454132
"Study1",2,0.104764165827619
"Study1",2,0.0923329711986448
"Study1",2,0.0951520985114753
"Study1",2,0.102145706298506
"Study1",2,0.105093710084279
"Study1",2,0.0986360771083969
"Study1",2,0.0858073044447598
"Study1",2,0.0923777825108697
"Study1",2,0.0751940889754681
"Study1",2,0.0976790496563854
"Study1",2,0.0780454355002881
"Study1",2,0.0782623329984463
"Study1",2,0.104014743734143
"Study1",2,0.0852951113013321
"Study1",2,0.101228574971931
"Study1",2,0.106429217057784
"Study1",2,0.093778445054271
"Study1",2,0.0911718963138032
"Study1",2,0.0822411479917168
"Study1",2,0.102281680644198
"Study1",2,0.0914682226011746
"Study1",2,0.106681770114303
"Study1",2,0.0965790223435195
"Study1",2,0.0860726632731682
"Study1",2,0.0865942060040883
"Study1",2,0.0835812512327239
"Study1",2,0.0930795425274296
"Study1",2,0.0934797515827757
"Study1",2,0.106439812700622
"Study1",2,0.0913621033204792
"Study1",2,0.0887638402949098
"Study1",2,0.0929418988315457
"Study1",2,0.0687222873638384
"Study1",2,0.0827723637989768
"Study1",2,0.101422930185175
"Study1",2,0.091987424862631
"Study1",2,0.0875813546170507
"Study1",2,0.0849456209585816
"Study1",2,0.105188083904601
"Study1",2,0.127883464821306
"Study1",2,0.0938912215566236
"Study1",2,0.100129857717403
"Study1",2,0.0800333738047439
"Study1",2,0.103523318866687
"Study1",2,0.0803237861772963
"Study1",2,0.107231427385704
"Study1",2,0.0843881175740236
"Study1",2,0.104378059108595
"Study1",2,0.100076549839175
"Study1",2,0.0898006228215485
"Study1",2,0.102165684728461
"Study1",2,0.107170073648204
"Study1",2,0.0939852915725149
"Study1",2,0.0935445527908629
"Study1",2,0.0972832516679107
"Study1",2,0.0805720215706503
"Study1",2,0.0938399554133815
"Study1",2,0.103453263539807
"Study1",2,0.0969740041875199
"Study1",2,0.0979235281847057
"Study1",2,0.103036403048495
"Study1",2,0.10073656870603
"Study1",2,0.0998578418110011
"Study1",2,0.103062897227342
"Study1",2,0.103227012523027
"Study1",2,0.0839081575849135
"Study1",2,0.099534544604711
"Study1",2,0.107800988539215
"Study1",2,0.0922039043685967
"Study1",2,0.10842099272255
"Study1",2,0.0955211889993576
"Study1",2,0.0959300589103903
"Study1",2,0.0896330960021427
"Study1",2,0.0921415968594781
"Study1",2,0.101240574161382
"Study1",2,0.096107878149766
"Study1",2,0.0813052784306857
"Study1",2,0.0754301217835564
"Study1",2,0.0913486509609473
"Study1",2,0.0982333277718804
"Study1",2,0.0969544174579413
"Study1",2,0.0892345740067333
"Study1",2,0.10843040427619
"Study1",2,0.0982726453481679
"Study1",2,0.104538698633281
"Study1",2,0.095097200164375
"Study1",2,0.098940491358948
"Study1",2,0.089412369011492
"Study1",2,0.0934424255999861
"Study1",2,0.0876210006173502
"Study1",2,0.0816181884857263
"Study1",2,0.104725349050494
"Study1",2,0.0825662299848117
"Study1",2,0.0743242453933881
"Study1",2,0.0899551497460029
"Study1",2,0.0908584592920037
"Study1",2,0.0890442685063274
"Study1",2,0.0963843298729969
"Study1",2,0.0982446240493269
"Study1",2,0.093429470681352
"Study1",2,0.0931134422036759
"Study1",2,0.0866194425523162
"Study1",2,0.0927278549635599
"Study1",2,0.0902660487432174
"Study1",2,0.0807734051379224
"Study1",2,0.0952729623655738
"Study1",2,0.0971229288297863
"Study1",2,0.0963386963117401
"Study1",2,0.116107123429866
"Study1",2,0.0877366234234417
"Study1",2,0.0799879841613784
"Study1",2,0.0864010114063545
"Study1",2,0.0941023466872579
"Study1",2,0.0912764481823795
"Study1",2,0.0983518099607046
"Study1",2,0.105874467262787
"Study1",2,0.0841543535791431
